,value,cash,date,position,strategy_name
2021-02-24,10000000.0,10000000.0,2021-02-24,{},bulin_strategy
2021-02-25,10000000.0,10000000.0,2021-02-25,{},bulin_strategy
2021-02-26,10000000.0,10000000.0,2021-02-26,{},bulin_strategy
2021-03-01,10000000.0,10000000.0,2021-03-01,{},bulin_strategy
2021-03-02,10000000.0,10000000.0,2021-03-02,{},bulin_strategy
2021-03-03,10000000.0,10000000.0,2021-03-03,{},bulin_strategy
2021-03-04,10000000.0,10000000.0,2021-03-04,{},bulin_strategy
2021-03-05,10000000.0,10000000.0,2021-03-05,{},bulin_strategy
2021-03-08,10000000.0,10000000.0,2021-03-08,{},bulin_strategy
2021-03-09,9998011.60024,56012.80024000112,2021-03-09,"{""h000300"": 2000}",bulin_strategy
2021-03-10,10063237.000240002,56012.80024000112,2021-03-10,"{""h000300"": 2000}",bulin_strategy
2021-03-11,10312444.000240002,56012.80024000112,2021-03-11,"{""h000300"": 2000}",bulin_strategy
2021-03-12,10348770.00024,56012.80024000112,2021-03-12,"{""h000300"": 2000}",bulin_strategy
2021-03-15,10127101.00024,56012.80024000112,2021-03-15,"{""h000300"": 2000}",bulin_strategy
2021-03-16,10214737.600240001,56012.80024000112,2021-03-16,"{""h000300"": 2000}",bulin_strategy
2021-03-17,10257729.000240002,56012.80024000112,2021-03-17,"{""h000300"": 2000}",bulin_strategy
2021-03-18,10339549.000240002,56012.80024000112,2021-03-18,"{""h000300"": 2000}",bulin_strategy
2021-03-19,10070194.200240001,56012.80024000112,2021-03-19,"{""h000300"": 2000}",bulin_strategy
2021-03-22,10170316.80024,56012.80024000112,2021-03-22,"{""h000300"": 2000}",bulin_strategy
2021-03-23,10074504.60024,56012.80024000112,2021-03-23,"{""h000300"": 2000}",bulin_strategy
2021-03-24,9913383.40024,56012.80024000112,2021-03-24,"{""h000300"": 2000}",bulin_strategy
2021-03-25,9908706.60024,56012.80024000112,2021-03-25,"{""h000300"": 2000}",bulin_strategy
2021-03-26,10131992.60024,56012.80024000112,2021-03-26,"{""h000300"": 2000}",bulin_strategy
2021-03-29,10149767.40024,56012.80024000112,2021-03-29,"{""h000300"": 2000}",bulin_strategy
2021-03-30,10245471.00024,56012.80024000112,2021-03-30,"{""h000300"": 2000}",bulin_strategy
2021-03-31,10152734.200240001,56012.80024000112,2021-03-31,"{""h000300"": 2000}",bulin_strategy
2021-04-01,10277566.40024,56012.80024000112,2021-04-01,"{""h000300"": 2000}",bulin_strategy
2021-04-02,10379126.60024,56012.80024000112,2021-04-02,"{""h000300"": 2000}",bulin_strategy
2021-04-06,10336696.40024,56012.80024000112,2021-04-06,"{""h000300"": 2000}",bulin_strategy
2021-04-07,10263498.40024,56012.80024000112,2021-04-07,"{""h000300"": 2000}",bulin_strategy
2021-04-08,10280430.00024,56012.80024000112,2021-04-08,"{""h000300"": 2000}",bulin_strategy
2021-04-09,10126687.600240001,56012.80024000112,2021-04-09,"{""h000300"": 2000}",bulin_strategy
2021-04-12,9951504.60024,56012.80024000112,2021-04-12,"{""h000300"": 2000}",bulin_strategy
2021-04-13,9935300.40024,56012.80024000112,2021-04-13,"{""h000300"": 2000}",bulin_strategy
2021-04-14,10017268.600240001,56012.80024000112,2021-04-14,"{""h000300"": 2000}",bulin_strategy
2021-04-15,9953961.000240002,56012.80024000112,2021-04-15,"{""h000300"": 2000}",bulin_strategy
2021-04-16,9988375.00024,56012.80024000112,2021-04-16,"{""h000300"": 2000}",bulin_strategy
2021-04-19,10230045.80024,56012.80024000112,2021-04-19,"{""h000300"": 2000}",bulin_strategy
2021-04-20,10222743.60024,56012.80024000112,2021-04-20,"{""h000300"": 2000}",bulin_strategy
2021-04-21,10253502.60024,56012.80024000112,2021-04-21,"{""h000300"": 2000}",bulin_strategy
2021-04-22,10234499.80024,56012.80024000112,2021-04-22,"{""h000300"": 2000}",bulin_strategy
2021-04-23,10326919.600240001,56012.80024000112,2021-04-23,"{""h000300"": 2000}",bulin_strategy
2021-04-26,10210487.20024,56012.80024000112,2021-04-26,"{""h000300"": 2000}",bulin_strategy
2021-04-27,10237051.80024,56012.80024000112,2021-04-27,"{""h000300"": 2000}",bulin_strategy
2021-04-28,10294497.000240002,56012.80024000112,2021-04-28,"{""h000300"": 2000}",bulin_strategy
2021-04-29,10384351.200240001,56012.80024000112,2021-04-29,"{""h000300"": 2000}",bulin_strategy
2021-04-30,10302990.80024,56012.80024000112,2021-04-30,"{""h000300"": 2000}",bulin_strategy
2021-05-06,10178261.60024,56012.80024000112,2021-05-06,"{""h000300"": 2000}",bulin_strategy
2021-05-07,10048118.200240001,56012.80024000112,2021-05-07,"{""h000300"": 2000}",bulin_strategy
2021-05-10,10040856.80024,56012.80024000112,2021-05-10,"{""h000300"": 2000}",bulin_strategy
2021-05-11,10102131.80024,56012.80024000112,2021-05-11,"{""h000300"": 2000}",bulin_strategy
2021-05-12,10145109.00024,56012.80024000112,2021-05-12,"{""h000300"": 2000}",bulin_strategy
2021-05-13,10041960.40024,56012.80024000112,2021-05-13,"{""h000300"": 2000}",bulin_strategy
2021-05-14,10277193.000240002,56012.80024000112,2021-05-14,"{""h000300"": 2000}",bulin_strategy
2021-05-17,10425983.400240002,56012.80024000112,2021-05-17,"{""h000300"": 2000}",bulin_strategy
2021-05-18,10431215.40024,56012.80024000112,2021-05-18,"{""h000300"": 2000}",bulin_strategy
2021-05-19,10400556.80024,56012.80024000112,2021-05-19,"{""h000300"": 2000}",bulin_strategy
2021-05-20,10428836.80024,56012.80024000112,2021-05-20,"{""h000300"": 2000}",bulin_strategy
2021-05-21,10324309.40024,56012.80024000112,2021-05-21,"{""h000300"": 2000}",bulin_strategy
2021-05-24,10367187.80024,56012.80024000112,2021-05-24,"{""h000300"": 2000}",bulin_strategy
2021-05-25,10692968.80024,56012.80024000112,2021-05-25,"{""h000300"": 2000}",bulin_strategy
2021-05-26,10688685.251920002,10688685.251920002,2021-05-26,{},bulin_strategy
2021-05-27,10688685.251920002,10688685.251920002,2021-05-27,{},bulin_strategy
2021-05-28,10688685.251920002,10688685.251920002,2021-05-28,{},bulin_strategy
2021-05-31,10688685.251920002,10688685.251920002,2021-05-31,{},bulin_strategy
2021-06-01,10688685.251920002,10688685.251920002,2021-06-01,{},bulin_strategy
2021-06-02,10688685.251920002,10688685.251920002,2021-06-02,{},bulin_strategy
2021-06-03,10688685.251920002,10688685.251920002,2021-06-03,{},bulin_strategy
2021-06-04,10688685.251920002,10688685.251920002,2021-06-04,{},bulin_strategy
2021-06-07,10688685.251920002,10688685.251920002,2021-06-07,{},bulin_strategy
2021-06-08,10688685.251920002,10688685.251920002,2021-06-08,{},bulin_strategy
2021-06-09,10688685.251920002,10688685.251920002,2021-06-09,{},bulin_strategy
2021-06-10,10688685.251920002,10688685.251920002,2021-06-10,{},bulin_strategy
2021-06-11,10688685.251920002,10688685.251920002,2021-06-11,{},bulin_strategy
2021-06-15,10688685.251920002,10688685.251920002,2021-06-15,{},bulin_strategy
2021-06-16,10688685.251920002,10688685.251920002,2021-06-16,{},bulin_strategy
2021-06-17,10686644.49496,482859.6949600027,2021-06-17,"{""h000300"": 2000}",bulin_strategy
2021-06-18,10687791.094960002,482859.6949600027,2021-06-18,"{""h000300"": 2000}",bulin_strategy
2021-06-21,10663630.494960003,482859.6949600027,2021-06-21,"{""h000300"": 2000}",bulin_strategy
2021-06-22,10727176.294960001,482859.6949600027,2021-06-22,"{""h000300"": 2000}",bulin_strategy
2021-06-23,10777647.294960001,482859.6949600027,2021-06-23,"{""h000300"": 2000}",bulin_strategy
2021-06-24,10794807.294960001,482859.6949600027,2021-06-24,"{""h000300"": 2000}",bulin_strategy
2021-06-25,10962796.49496,482859.6949600027,2021-06-25,"{""h000300"": 2000}",bulin_strategy
2021-06-28,10986380.494960003,482859.6949600027,2021-06-28,"{""h000300"": 2000}",bulin_strategy
2021-06-29,10863948.694960002,482859.6949600027,2021-06-29,"{""h000300"": 2000}",bulin_strategy
2021-06-30,10930941.694960002,482859.6949600027,2021-06-30,"{""h000300"": 2000}",bulin_strategy
2021-07-01,10942188.094960002,482859.6949600027,2021-07-01,"{""h000300"": 2000}",bulin_strategy
2021-07-02,10645094.09496,482859.6949600027,2021-07-02,"{""h000300"": 2000}",bulin_strategy
2021-07-05,10654444.494960003,482859.6949600027,2021-07-05,"{""h000300"": 2000}",bulin_strategy
2021-07-06,10649068.294960001,482859.6949600027,2021-07-06,"{""h000300"": 2000}",bulin_strategy
2021-07-07,10763839.49496,482859.6949600027,2021-07-07,"{""h000300"": 2000}",bulin_strategy
2021-07-08,10659372.894960001,482859.6949600027,2021-07-08,"{""h000300"": 2000}",bulin_strategy
2021-07-09,10621731.894960001,482859.6949600027,2021-07-09,"{""h000300"": 2000}",bulin_strategy
2021-07-12,10748277.294960003,482859.6949600027,2021-07-12,"{""h000300"": 2000}",bulin_strategy
2021-07-13,10767057.894960003,482859.6949600027,2021-07-13,"{""h000300"": 2000}",bulin_strategy
2021-07-14,10649029.49496,482859.6949600027,2021-07-14,"{""h000300"": 2000}",bulin_strategy
2021-07-15,10785784.894960001,482859.6949600027,2021-07-15,"{""h000300"": 2000}",bulin_strategy
2021-07-16,10672405.094960002,482859.6949600027,2021-07-16,"{""h000300"": 2000}",bulin_strategy
2021-07-19,10709848.694960002,482859.6949600027,2021-07-19,"{""h000300"": 2000}",bulin_strategy
2021-07-20,10700847.894960001,482859.6949600027,2021-07-20,"{""h000300"": 2000}",bulin_strategy
2021-07-21,10770945.294960001,482859.6949600027,2021-07-21,"{""h000300"": 2000}",bulin_strategy
2021-07-22,10786363.094960002,482859.6949600027,2021-07-22,"{""h000300"": 2000}",bulin_strategy
2021-07-23,10661316.09496,482859.6949600027,2021-07-23,"{""h000300"": 2000}",bulin_strategy
2021-07-26,10333457.694960002,482859.6949600027,2021-07-26,"{""h000300"": 2000}",bulin_strategy
2021-07-27,9985485.694960002,482859.6949600027,2021-07-27,"{""h000300"": 2000}",bulin_strategy
2021-07-28,10003824.894960003,482859.6949600027,2021-07-28,"{""h000300"": 2000}",bulin_strategy
2021-07-29,10183408.894960001,482859.6949600027,2021-07-29,"{""h000300"": 2000}",bulin_strategy
2021-07-30,10105198.694960002,482859.6949600027,2021-07-30,"{""h000300"": 2000}",bulin_strategy
2021-08-02,10350331.694960002,482859.6949600027,2021-08-02,"{""h000300"": 2000}",bulin_strategy
2021-08-03,10351776.294960001,482859.6949600027,2021-08-03,"{""h000300"": 2000}",bulin_strategy
2021-08-04,10440555.49496,482859.6949600027,2021-08-04,"{""h000300"": 2000}",bulin_strategy
2021-08-05,10380200.294960001,482859.6949600027,2021-08-05,"{""h000300"": 2000}",bulin_strategy
2021-08-06,10325989.094960002,482859.6949600027,2021-08-06,"{""h000300"": 2000}",bulin_strategy
2021-08-09,10453985.094960002,482859.6949600027,2021-08-09,"{""h000300"": 2000}",bulin_strategy
2021-08-10,10569155.694960002,482859.6949600027,2021-08-10,"{""h000300"": 2000}",bulin_strategy
2021-08-11,10513540.894960003,482859.6949600027,2021-08-11,"{""h000300"": 2000}",bulin_strategy
2021-08-12,10429561.494960003,482859.6949600027,2021-08-12,"{""h000300"": 2000}",bulin_strategy
2021-08-13,10374825.494960003,482859.6949600027,2021-08-13,"{""h000300"": 2000}",bulin_strategy
2021-08-16,10364994.894960003,482859.6949600027,2021-08-16,"{""h000300"": 2000}",bulin_strategy
2021-08-17,10157666.494960003,482859.6949600027,2021-08-17,"{""h000300"": 2000}",bulin_strategy
2021-08-18,10271336.494960003,482859.6949600027,2021-08-18,"{""h000300"": 2000}",bulin_strategy
2021-08-19,10207138.494960003,482859.6949600027,2021-08-19,"{""h000300"": 2000}",bulin_strategy
2021-08-20,10021395.294960001,482859.6949600027,2021-08-20,"{""h000300"": 2000}",bulin_strategy
2021-08-23,10154616.094960002,482859.6949600027,2021-08-23,"{""h000300"": 2000}",bulin_strategy
2021-08-24,10259640.094960002,482859.6949600027,2021-08-24,"{""h000300"": 2000}",bulin_strategy
2021-08-25,10279174.09496,482859.6949600027,2021-08-25,"{""h000300"": 2000}",bulin_strategy
2021-08-26,10086078.494960003,482859.6949600027,2021-08-26,"{""h000300"": 2000}",bulin_strategy
2021-08-27,10136946.294960001,482859.6949600027,2021-08-27,"{""h000300"": 2000}",bulin_strategy
2021-08-30,10109400.294960001,482859.6949600027,2021-08-30,"{""h000300"": 2000}",bulin_strategy
2021-08-31,10094079.494960003,482859.6949600027,2021-08-31,"{""h000300"": 2000}",bulin_strategy
2021-09-01,10221777.094960002,482859.6949600027,2021-09-01,"{""h000300"": 2000}",bulin_strategy
2021-09-02,10221682.294960001,482859.6949600027,2021-09-02,"{""h000300"": 2000}",bulin_strategy
2021-09-03,10168984.49496,482859.6949600027,2021-09-03,"{""h000300"": 2000}",bulin_strategy
2021-09-06,10350312.094960002,482859.6949600027,2021-09-06,"{""h000300"": 2000}",bulin_strategy
2021-09-07,10468518.49496,482859.6949600027,2021-09-07,"{""h000300"": 2000}",bulin_strategy
2021-09-08,10427124.494960003,482859.6949600027,2021-09-08,"{""h000300"": 2000}",bulin_strategy
2021-09-09,10422886.294960001,482859.6949600027,2021-09-09,"{""h000300"": 2000}",bulin_strategy
2021-09-10,10509903.49496,482859.6949600027,2021-09-10,"{""h000300"": 2000}",bulin_strategy
2021-09-13,10466179.294960003,482859.6949600027,2021-09-13,"{""h000300"": 2000}",bulin_strategy
2021-09-14,10317183.09496,482859.6949600027,2021-09-14,"{""h000300"": 2000}",bulin_strategy
2021-09-15,10217497.094960002,482859.6949600027,2021-09-15,"{""h000300"": 2000}",bulin_strategy
2021-09-16,10098255.294960001,482859.6949600027,2021-09-16,"{""h000300"": 2000}",bulin_strategy
2021-09-17,10194740.094960002,482859.6949600027,2021-09-17,"{""h000300"": 2000}",bulin_strategy
2021-09-22,10126394.694960002,482859.6949600027,2021-09-22,"{""h000300"": 2000}",bulin_strategy
2021-09-23,10189251.094960002,482859.6949600027,2021-09-23,"{""h000300"": 2000}",bulin_strategy
2021-09-24,10181715.094960002,482859.6949600027,2021-09-24,"{""h000300"": 2000}",bulin_strategy
2021-09-27,10237599.294960003,482859.6949600027,2021-09-27,"{""h000300"": 2000}",bulin_strategy
2021-09-28,10250515.694960002,482859.6949600027,2021-09-28,"{""h000300"": 2000}",bulin_strategy
2021-09-29,10150715.894960001,482859.6949600027,2021-09-29,"{""h000300"": 2000}",bulin_strategy
2021-09-30,10215624.894960001,482859.6949600027,2021-09-30,"{""h000300"": 2000}",bulin_strategy
2021-10-08,10342741.49496,482859.6949600027,2021-10-08,"{""h000300"": 2000}",bulin_strategy
2021-10-11,10355243.294960001,482859.6949600027,2021-10-11,"{""h000300"": 2000}",bulin_strategy
2021-10-12,10250533.494960003,482859.6949600027,2021-10-12,"{""h000300"": 2000}",bulin_strategy
2021-10-13,10363077.494960003,482859.6949600027,2021-10-13,"{""h000300"": 2000}",bulin_strategy
2021-10-14,10310084.294960001,482859.6949600027,2021-10-14,"{""h000300"": 2000}",bulin_strategy
2021-10-15,10347076.494960003,482859.6949600027,2021-10-15,"{""h000300"": 2000}",bulin_strategy
2021-10-18,10232410.294960001,482859.6949600027,2021-10-18,"{""h000300"": 2000}",bulin_strategy
2021-10-19,10328306.094960002,482859.6949600027,2021-10-19,"{""h000300"": 2000}",bulin_strategy
2021-10-20,10303228.894960001,482859.6949600027,2021-10-20,"{""h000300"": 2000}",bulin_strategy
2021-10-21,10338890.894960001,482859.6949600027,2021-10-21,"{""h000300"": 2000}",bulin_strategy
2021-10-22,10402310.494960003,482859.6949600027,2021-10-22,"{""h000300"": 2000}",bulin_strategy
2021-10-25,10441906.694960002,482859.6949600027,2021-10-25,"{""h000300"": 2000}",bulin_strategy
2021-10-26,10409056.49496,482859.6949600027,2021-10-26,"{""h000300"": 2000}",bulin_strategy
2021-10-27,10279188.49496,482859.6949600027,2021-10-27,"{""h000300"": 2000}",bulin_strategy
2021-10-28,10211135.694960002,482859.6949600027,2021-10-28,"{""h000300"": 2000}",bulin_strategy
2021-10-29,10300399.894960001,482859.6949600027,2021-10-29,"{""h000300"": 2000}",bulin_strategy
2021-11-01,10264229.894960001,482859.6949600027,2021-11-01,"{""h000300"": 2000}",bulin_strategy
2021-11-02,10162551.094960002,482859.6949600027,2021-11-02,"{""h000300"": 2000}",bulin_strategy
2021-11-03,10125083.49496,482859.6949600027,2021-11-03,"{""h000300"": 2000}",bulin_strategy
2021-11-04,10220343.494960003,482859.6949600027,2021-11-04,"{""h000300"": 2000}",bulin_strategy
2021-11-05,10167551.294960001,482859.6949600027,2021-11-05,"{""h000300"": 2000}",bulin_strategy
2021-11-08,10179218.694960002,482859.6949600027,2021-11-08,"{""h000300"": 2000}",bulin_strategy
2021-11-09,10176348.49496,482859.6949600027,2021-11-09,"{""h000300"": 2000}",bulin_strategy
2021-11-10,10125244.694960002,482859.6949600027,2021-11-10,"{""h000300"": 2000}",bulin_strategy
2021-11-11,10280165.494960003,482859.6949600027,2021-11-11,"{""h000300"": 2000}",bulin_strategy
2021-11-12,10259609.49496,482859.6949600027,2021-11-12,"{""h000300"": 2000}",bulin_strategy
2021-11-15,10247615.094960002,482859.6949600027,2021-11-15,"{""h000300"": 2000}",bulin_strategy
2021-11-16,10249500.894960001,482859.6949600027,2021-11-16,"{""h000300"": 2000}",bulin_strategy
2021-11-17,10254368.49496,482859.6949600027,2021-11-17,"{""h000300"": 2000}",bulin_strategy
2021-11-18,10158096.694960002,482859.6949600027,2021-11-18,"{""h000300"": 2000}",bulin_strategy
2021-11-19,10262974.694960002,482859.6949600027,2021-11-19,"{""h000300"": 2000}",bulin_strategy
2021-11-22,10307657.694960002,482859.6949600027,2021-11-22,"{""h000300"": 2000}",bulin_strategy
2021-11-23,10309551.094960002,482859.6949600027,2021-11-23,"{""h000300"": 2000}",bulin_strategy
2021-11-24,10316175.494960003,482859.6949600027,2021-11-24,"{""h000300"": 2000}",bulin_strategy
2021-11-25,10275742.894960003,482859.6949600027,2021-11-25,"{""h000300"": 2000}",bulin_strategy
2021-11-26,10203112.694960002,482859.6949600027,2021-11-26,"{""h000300"": 2000}",bulin_strategy
2021-11-29,10185705.694960002,482859.6949600027,2021-11-29,"{""h000300"": 2000}",bulin_strategy
2021-11-30,10146911.694960002,482859.6949600027,2021-11-30,"{""h000300"": 2000}",bulin_strategy
2021-12-01,10170561.694960002,482859.6949600027,2021-12-01,"{""h000300"": 2000}",bulin_strategy
2021-12-02,10195185.694960002,482859.6949600027,2021-12-02,"{""h000300"": 2000}",bulin_strategy
2021-12-03,10284894.694960002,482859.6949600027,2021-12-03,"{""h000300"": 2000}",bulin_strategy
2021-12-06,10268101.49496,482859.6949600027,2021-12-06,"{""h000300"": 2000}",bulin_strategy
2021-12-07,10327062.694960002,482859.6949600027,2021-12-07,"{""h000300"": 2000}",bulin_strategy
2021-12-08,10474719.294960001,482859.6949600027,2021-12-08,"{""h000300"": 2000}",bulin_strategy
2021-12-09,10632113.9908,10632113.9908,2021-12-09,{},bulin_strategy
2021-12-10,10632113.9908,10632113.9908,2021-12-10,{},bulin_strategy
2021-12-13,10632113.9908,10632113.9908,2021-12-13,{},bulin_strategy
2021-12-14,10632113.9908,10632113.9908,2021-12-14,{},bulin_strategy
2021-12-15,10632113.9908,10632113.9908,2021-12-15,{},bulin_strategy
2021-12-16,10632113.9908,10632113.9908,2021-12-16,{},bulin_strategy
2021-12-17,10632113.9908,10632113.9908,2021-12-17,{},bulin_strategy
2021-12-20,10632113.9908,10632113.9908,2021-12-20,{},bulin_strategy
2021-12-21,10632113.9908,10632113.9908,2021-12-21,{},bulin_strategy
2021-12-22,10632113.9908,10632113.9908,2021-12-22,{},bulin_strategy
2021-12-23,10632113.9908,10632113.9908,2021-12-23,{},bulin_strategy
2021-12-24,10632113.9908,10632113.9908,2021-12-24,{},bulin_strategy
2021-12-27,10632113.9908,10632113.9908,2021-12-27,{},bulin_strategy
2021-12-28,10632113.9908,10632113.9908,2021-12-28,{},bulin_strategy
2021-12-29,10632113.9908,10632113.9908,2021-12-29,{},bulin_strategy
2021-12-30,10632113.9908,10632113.9908,2021-12-30,{},bulin_strategy
2021-12-31,10632113.9908,10632113.9908,2021-12-31,{},bulin_strategy
2022-01-04,10632113.9908,10632113.9908,2022-01-04,{},bulin_strategy
2022-01-05,10632113.9908,10632113.9908,2022-01-05,{},bulin_strategy
2022-01-06,10632113.9908,10632113.9908,2022-01-06,{},bulin_strategy
2022-01-07,10632113.9908,10632113.9908,2022-01-07,{},bulin_strategy
